,"Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Adj Close","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Pct","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Slope","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Intercept","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual","Residual"
"2000-09-28",104.263702,20.415287,16.726452,23.694489,12.799912,22.603815,22.313345,11.798627,,39.107143,,16.950336,"0.013 ","0.016 ","0.015 ",(0.004),"0.025 ","0.029 ","0.013 ","0.030 ","#DIV/0!","0.035 ","#DIV/0!","0.032 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-09-29",103.274971,20.075027,16.789465,23.717094,12.758686,22.54323,22.15481,12.100354,,37.3937,,17.200069,(0.009),(0.017),"0.004 ","0.001 ",(0.003),(0.003),(0.007),"0.026 ","#DIV/0!",(0.044),"#DIV/0!","0.015 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-02",103.432228,19.759983,16.757948,24.203426,12.9374,22.834116,21.928284,11.819435,,37.11647,,17.299971,"0.002 ",(0.016),(0.002),"0.021 ","0.014 ","0.013 ",(0.010),(0.023),"#DIV/0!",(0.007),"#DIV/0!","0.006 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-03",102.466003,19.911205,16.757948,24.192123,12.923671,22.918901,22.358658,12.474915,,36.133804,,17.083538,(0.009),"0.008 ","0.000 ",(0.000),(0.001),"0.004 ","0.020 ","0.055 ","#DIV/0!",(0.026),"#DIV/0!",(0.013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-04",103.319878,20.264063,16.621458,23.479586,12.758686,23.100718,22.517269,12.589361,,37.103886,,17.083538,"0.008 ","0.018 ",(0.008),(0.029),(0.013),"0.008 ","0.007 ","0.009 ","#DIV/0!","0.027 ","#DIV/0!","0.000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-05",103.67942,19.999422,17.00996,23.445656,12.882404,23.306744,22.539885,12.464507,,36.574703,,17.233374,"0.003 ",(0.013),"0.023 ",(0.001),"0.010 ","0.009 ","0.001 ",(0.010),"#DIV/0!",(0.014),"#DIV/0!","0.009 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-06",101.432365,19.369314,16.915459,23.343863,12.34623,22.76136,21.928284,12.360464,,35.81876,,17.150141,(0.022),(0.032),(0.006),(0.004),(0.042),(0.023),(0.027),(0.008),"#DIV/0!",(0.021),"#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-09",100.668373,19.49534,16.841957,23.705791,12.153748,22.615915,22.064198,12.391683,,35.61718,,17.150141,(0.008),"0.007 ",(0.004),"0.016 ",(0.016),(0.006),"0.006 ","0.003 ","#DIV/0!",(0.006),"#DIV/0!","0.000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-10",99.005569,19.507944,17.083456,24.23736,11.803149,22.640202,21.769678,12.454098,,34.571533,,17.11684,(0.017),"0.001 ","0.014 ","0.022 ",(0.029),"0.001 ",(0.013),"0.005 ","#DIV/0!",(0.029),"#DIV/0!",(0.002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-11",98.174103,18.953451,17.062454,24.46356,11.823786,22.070538,21.384609,12.121159,,33.462822,,16.850428,(0.008),(0.028),(0.001),"0.009 ","0.002 ",(0.025),(0.018),(0.027),"#DIV/0!",(0.032),"#DIV/0!",(0.016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-12",95.724854,17.630239,17.167456,24.836792,11.136349,21.331234,20.897545,11.90267,,32.303722,,16.617327,(0.025),(0.070),"0.006 ","0.015 ",(0.058),(0.033),(0.023),(0.018),"#DIV/0!",(0.035),"#DIV/0!",(0.014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-13",98.91568,17.995695,16.957457,23.886742,11.713795,21.731174,21.543144,11.632154,,35.025101,,16.867054,"0.033 ","0.021 ",(0.012),(0.038),"0.052 ","0.019 ","0.031 ",(0.023),"#DIV/0!","0.084 ","#DIV/0!","0.015 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-16",99.365097,18.310745,17.198956,23.660549,11.816875,21.525152,21.837667,11.621751,,34.470741,,16.966965,"0.005 ","0.018 ","0.014 ",(0.009),"0.009 ",(0.009),"0.014 ",(0.001),"#DIV/0!",(0.016),"#DIV/0!","0.006 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-17",96.893288,17.806662,17.345959,23.671856,11.493816,20.458591,21.248688,11.517712,,33.563618,,17.191755,(0.025),(0.028),"0.009 ","0.000 ",(0.027),(0.050),(0.027),(0.009),"#DIV/0!",(0.026),"#DIV/0!","0.013 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-18",96.533783,18.146923,17.335455,23.355177,11.363193,20.797953,20.863548,11.652965,,33.034416,,17.050234,(0.004),"0.019 ",(0.001),(0.013),(0.011),"0.017 ",(0.018),"0.012 ","#DIV/0!",(0.016),"#DIV/0!",(0.008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-19",100.174004,18.89044,17.020454,23.468279,11.899365,21.040348,21.226002,11.632154,,35.969955,,16.966965,"0.038 ","0.041 ",(0.018),"0.005 ","0.047 ","0.012 ","0.017 ",(0.002),"#DIV/0!","0.089 ","#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-20",100.600868,18.55018,17.13596,23.931986,11.947492,21.476675,21.339304,11.476091,,36.51173,,16.875364,"0.004 ",(0.018),"0.007 ","0.020 ","0.004 ","0.021 ","0.005 ",(0.013),"#DIV/0!","0.015 ","#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-23",101.050362,18.663593,17.314449,23.547441,11.748156,21.791758,21.588444,11.559327,,36.284985,,17.233374,"0.004 ","0.006 ","0.010 ",(0.016),(0.017),"0.015 ","0.012 ","0.007 ","#DIV/0!",(0.006),"#DIV/0!","0.021 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-24",100.376221,18.676205,17.366951,23.151594,12.043756,21.840239,21.928284,12.027517,,35.57946,,17.158447,(0.007),"0.001 ","0.003 ",(0.017),"0.025 ","0.002 ","0.016 ","0.041 ","#DIV/0!",(0.019),"#DIV/0!",(0.004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-25",98.016846,18.398954,17.776449,22.586098,12.112484,21.452396,21.520519,11.944288,,33.072231,,17.050234,(0.024),(0.015),"0.024 ",(0.024),"0.006 ",(0.018),(0.019),(0.007),"#DIV/0!",(0.070),"#DIV/0!",(0.006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-26",98.286514,18.335951,17.807955,22.687885,11.720661,21.755373,21.633753,12.152376,,33.865982,,16.991949,"0.003 ",(0.003),"0.002 ","0.005 ",(0.032),"0.014 ","0.005 ","0.017 ","#DIV/0!","0.024 ","#DIV/0!",(0.003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-27",100.151558,18.512367,17.60845,22.529547,12.105618,21.949295,21.622452,12.11076,,34.155693,,17.383245,"0.019 ","0.010 ",(0.011),(0.007),"0.033 ","0.009 ",(0.001),(0.003),"#DIV/0!","0.009 ","#DIV/0!","0.023 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-30",101.050362,18.978657,18.017956,22.914085,12.545567,22.373518,21.860292,13.067968,,33.689568,,18.057579,"0.009 ","0.025 ","0.023 ","0.017 ","0.036 ","0.019 ","0.011 ","0.079 ","#DIV/0!",(0.014),"#DIV/0!","0.039 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-10-31",102.79184,19.822981,17.954948,23.072428,12.6487,22.882595,22.653187,13.161602,,35.251842,,18.199108,"0.017 ","0.044 ",(0.003),"0.007 ","0.008 ","0.023 ","0.036 ","0.007 ","#DIV/0!","0.046 ","#DIV/0!","0.008 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-01",102.443558,19.986816,17.93396,23.818892,12.593705,23.040134,22.675802,13.057567,,34.571533,,18.090883,(0.003),"0.008 ",(0.001),"0.032 ",(0.004),"0.007 ","0.001 ",(0.008),"#DIV/0!",(0.019),"#DIV/0!",(0.006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-02",102.612076,20.163248,17.797459,22.981943,12.655562,23.246162,22.630491,12.963926,,35.466,,18.099201,"0.002 ","0.009 ",(0.008),(0.035),"0.005 ","0.009 ",(0.002),(0.007),"#DIV/0!","0.026 ","#DIV/0!","0.000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-03",102.668243,19.873386,17.702948,22.891472,12.621193,23.161301,22.449272,12.984734,,35.730637,,18.015972,"0.001 ",(0.014),(0.005),(0.004),(0.003),(0.004),(0.008),"0.002 ","#DIV/0!","0.007 ","#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-06",103.387329,20.138044,18.03895,22.981943,12.793051,23.31892,22.653187,12.995129,,35.176285,,17.93269,"0.007 ","0.013 ","0.019 ","0.004 ","0.014 ","0.007 ","0.009 ","0.001 ","#DIV/0!",(0.016),"#DIV/0!",(0.005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-07",103.364838,19.936411,17.860451,23.162905,12.75178,23.415871,22.743797,13.151202,,35.428261,,17.957684,(0.000),(0.010),(0.010),"0.008 ",(0.003),"0.004 ","0.004 ","0.012 ","#DIV/0!","0.007 ","#DIV/0!","0.001 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-08",101.072838,20.163248,18.269949,23.389107,12.52494,23.221954,22.596502,13.296868,,33.563618,,18.049276,(0.022),"0.011 ","0.023 ","0.010 ",(0.018),(0.008),(0.006),"0.011 ","#DIV/0!",(0.053),"#DIV/0!","0.005 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-09",100.690781,19.381912,18.290947,23.140287,12.614291,22.15539,22.743797,13.109584,,33.072231,,18.149174,(0.004),(0.039),"0.001 ",(0.011),"0.007 ",(0.046),"0.007 ",(0.014),"#DIV/0!",(0.015),"#DIV/0!","0.006 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-10",98.241547,18.487183,18.385458,23.208151,12.476806,22.070538,22.222736,12.922308,,31.245401,,18.182482,(0.024),(0.046),"0.005 ","0.003 ",(0.011),(0.004),(0.023),(0.014),"#DIV/0!",(0.055),"#DIV/0!","0.002 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-13",97.477554,19.003859,17.839457,23.027189,12.181244,21.597837,21.814985,12.974334,,31.144615,,18.265711,(0.008),"0.028 ",(0.030),(0.008),(0.024),(0.021),(0.018),"0.004 ","#DIV/0!",(0.003),"#DIV/0!","0.005 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-14",100.0392,19.570948,18.059958,23.162905,12.249971,22.119013,22.24543,13.078364,,32.832851,,17.949373,"0.026 ","0.030 ","0.012 ","0.006 ","0.006 ","0.024 ","0.020 ","0.008 ","#DIV/0!","0.054 ","#DIV/0!",(0.017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-15",100.353752,19.759983,18.101954,23.615305,12.153748,22.228075,22.290735,13.151202,,33.059639,,17.93269,"0.003 ","0.010 ","0.002 ","0.020 ",(0.008),"0.005 ","0.002 ","0.006 ","#DIV/0!","0.007 ","#DIV/0!",(0.001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-16",98.780861,19.545753,18.143944,23.705791,12.112484,21.961472,22.403959,12.755835,,32.001343,,18.140808,(0.016),(0.011),"0.002 ","0.004 ",(0.003),(0.012),"0.005 ",(0.030),"#DIV/0!",(0.032),"#DIV/0!","0.012 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-17",98.252769,19.533138,18.143944,23.513519,12.01626,21.816038,22.313345,12.745428,,32.253326,,17.866095,(0.005),(0.001),"0.000 ",(0.008),(0.008),(0.007),(0.004),(0.001),"#DIV/0!","0.008 ","#DIV/0!",(0.015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-20",96.848381,19.05426,18.091452,23.400423,11.658795,21.694796,21.996206,12.599771,,30.943033,,18.040907,(0.014),(0.025),(0.003),(0.005),(0.030),(0.006),(0.014),(0.011),"#DIV/0!",(0.041),"#DIV/0!","0.010 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-21",97.342705,18.903038,18.395952,23.931986,11.686297,21.185797,22.268045,12.495719,,31.09421,,17.866095,"0.005 ",(0.008),"0.017 ","0.023 ","0.002 ",(0.023),"0.012 ",(0.008),"#DIV/0!","0.005 ","#DIV/0!",(0.010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-22",95.017021,18.701406,18.332954,23.547441,11.404419,20.979692,21.905598,12.485315,,29.960268,,17.9993,(0.024),(0.011),(0.003),(0.016),(0.024),(0.010),(0.016),(0.001),"#DIV/0!",(0.036),"#DIV/0!","0.007 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-24",96.960693,18.827436,18.143944,23.886742,11.486914,21.076666,22.268045,12.651784,,31.144615,,17.965994,"0.020 ","0.007 ",(0.010),"0.014 ","0.007 ","0.005 ","0.017 ","0.013 ","#DIV/0!","0.040 ","#DIV/0!",(0.002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-27",97.81456,19.507944,18.511454,23.694489,11.645036,21.209991,22.313345,12.651784,,30.968191,,17.841099,"0.009 ","0.036 ","0.020 ",(0.008),"0.014 ","0.006 ","0.002 ","0.000 ","#DIV/0!",(0.006),"#DIV/0!",(0.007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-28",96.129311,19.432329,18.710953,23.671856,11.768785,20.94339,22.030207,12.672601,,29.720865,,18.099201,(0.017),(0.004),"0.011 ",(0.001),"0.011 ",(0.013),(0.013),"0.002 ","#DIV/0!",(0.040),"#DIV/0!","0.014 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-29",95.949554,19.709574,18.899952,22.631334,12.057483,20.991865,22.211432,12.963926,,29.582357,,18.215775,(0.002),"0.014 ","0.010 ",(0.044),"0.025 ","0.002 ","0.008 ","0.023 ","#DIV/0!",(0.005),"#DIV/0!","0.006 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-11-30",95.118134,19.331507,18.574448,21.862251,12.002489,20.797953,21.88298,12.828663,,28.020077,,18.190792,(0.009),(0.019),(0.017),(0.034),(0.005),(0.009),(0.015),(0.010),"#DIV/0!",(0.053),"#DIV/0!",(0.001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-01",95.073158,19.356718,18.301456,22.348585,11.933777,20.94339,22.075516,13.25525,,28.38542,,17.841099,(0.000),"0.001 ",(0.015),"0.022 ",(0.006),"0.007 ","0.009 ","0.033 ","#DIV/0!","0.013 ","#DIV/0!",(0.019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-04",95.882065,20.087631,18.647953,22.733126,11.878778,20.955498,22.675802,13.962746,,28.221668,,18.032593,"0.009 ","0.038 ","0.019 ","0.017 ",(0.005),"0.001 ","0.027 ","0.053 ","#DIV/0!",(0.006),"#DIV/0!","0.011 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-05",99.028015,20.566509,18.500957,22.258101,12.37372,21.500874,23.502628,14.066791,,30.892633,,18.149174,"0.033 ","0.024 ",(0.008),(0.021),"0.042 ","0.026 ","0.036 ","0.007 ","#DIV/0!","0.095 ","#DIV/0!","0.006 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-06",97.443802,20.440487,18.143944,22.07715,12.31873,21.731174,23.03826,13.754654,,30.035908,,18.215775,(0.016),(0.006),(0.019),(0.008),(0.004),"0.011 ",(0.020),(0.022),"#DIV/0!",(0.028),"#DIV/0!","0.004 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-07",96.106804,20.163248,18.406454,22.439066,12.34623,21.367538,22.970324,13.33848,,29.040569,,18.207417,(0.014),(0.014),"0.014 ","0.016 ","0.002 ",(0.017),(0.003),(0.030),"#DIV/0!",(0.033),"#DIV/0!",(0.000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-08",96.331512,20.377474,18.332954,22.427761,12.703694,21.828136,23.366705,13.567377,,30.388676,,17.76619,"0.002 ","0.011 ",(0.004),(0.001),"0.029 ","0.022 ","0.017 ","0.017 ","#DIV/0!","0.046 ","#DIV/0!",(0.024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-11",99.679634,20.125435,18.080957,22.495611,12.806777,22.058435,23.627235,13.567377,,31.535118,,17.816162,"0.035 ",(0.012),(0.014),"0.003 ","0.008 ","0.011 ","0.011 ","0.000 ","#DIV/0!","0.038 ","#DIV/0!","0.003 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-12",99.252686,20.163248,18.154451,22.755747,12.655562,22.106913,23.276094,13.504953,,30.892633,,17.866095,(0.004),"0.002 ","0.004 ","0.012 ",(0.012),"0.002 ",(0.015),(0.005),"#DIV/0!",(0.020),"#DIV/0!","0.003 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-13",97.893219,19.759983,18.563948,22.800987,12.662423,22.228075,22.868336,13.608995,,29.582357,,18.30732,(0.014),(0.020),"0.023 ","0.002 ","0.001 ","0.005 ",(0.018),"0.008 ","#DIV/0!",(0.042),"#DIV/0!","0.025 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-14",96.646103,19.696972,18.42746,22.099764,12.298102,22.034157,22.38135,13.48414,,29.128765,,18.199108,(0.013),(0.003),(0.007),(0.031),(0.029),(0.009),(0.021),(0.009),"#DIV/0!",(0.015),"#DIV/0!",(0.006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-15",94.463196,19.177773,18.344473,22.358686,12.246959,21.476675,22.019564,13.296868,,27.969677,,18.041782,(0.023),(0.026),(0.005),"0.012 ",(0.004),(0.025),(0.016),(0.014),"#DIV/0!",(0.040),"#DIV/0!",(0.009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-18",95.725388,19.594688,18.449772,23.050652,12.605747,21.359287,22.429028,13.493804,,27.415335,,18.010159,"0.013 ","0.022 ","0.006 ","0.031 ","0.029 ",(0.005),"0.019 ","0.015 ","#DIV/0!",(0.020),"#DIV/0!",(0.002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-19",93.775749,19.127251,18.628796,23.44768,12.467749,21.383574,22.042284,13.920824,,26.608995,,17.385014,(0.020),(0.024),"0.010 ","0.017 ",(0.011),"0.001 ",(0.017),"0.032 ","#DIV/0!",(0.029),"#DIV/0!",(0.035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-20",91.059792,18.899836,18.67091,22.755711,12.350467,20.41379,21.314362,13.397732,,24.618315,,17.224491,(0.029),(0.012),"0.002 ",(0.030),(0.009),(0.045),(0.033),(0.038),"#DIV/0!",(0.075),"#DIV/0!",(0.009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-21",91.69088,19.480982,18.607738,22.925867,12.640278,20.559269,21.439486,13.878125,,24.693947,,17.123133,"0.007 ","0.031 ",(0.003),"0.007 ","0.023 ","0.007 ","0.006 ","0.036 ","#DIV/0!","0.003 ","#DIV/0!",(0.006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-22",94.440697,19.80946,18.534021,23.232145,12.743736,20.910789,21.951294,14.593382,,26.394749,,17.393444,"0.030 ","0.017 ",(0.004),"0.013 ","0.008 ","0.017 ","0.024 ","0.052 ","#DIV/0!","0.069 ","#DIV/0!","0.016 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-26",95.454933,19.43045,18.902596,24.20772,12.971466,20.947176,22.201546,14.550683,,25.95385,,17.88343,"0.011 ",(0.019),"0.020 ","0.042 ","0.018 ","0.002 ","0.011 ",(0.003),"#DIV/0!",(0.017),"#DIV/0!","0.028 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-27",96.153664,20.365339,19.028971,24.18503,13.054263,21.019875,22.565504,14.785534,,26.205826,,17.88343,"0.007 ","0.048 ","0.007 ",(0.001),"0.006 ","0.003 ","0.016 ","0.016 ","#DIV/0!","0.010 ","#DIV/0!","0.000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-28",96.446671,20.618,19.313297,24.582067,13.185324,21.383574,22.895334,14.924318,,26.079798,,17.739828,"0.003 ","0.012 ","0.015 ","0.016 ","0.010 ","0.017 ","0.015 ","0.009 ","#DIV/0!",(0.005),"#DIV/0!",(0.008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000-12-29",94.621017,20.693808,19.250103,24.094278,13.026658,21.141132,22.747484,14.636083,,25.248301,,17.942581,(0.019),"0.004 ",(0.003),(0.020),(0.012),(0.011),(0.006),(0.019),"#DIV/0!",(0.032),"#DIV/0!","0.011 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
